time,users_count,finish_users_count 
0,1,0.5 
10,1.2,1.2 
20,0.1,0.6 
30,2,1.2 
40,2,2.2 
50,2.1,2 
60,2.3,2 
70,4.4,4 
80,4.2,4.3 
90,1.6,2.7 
